id,name,levelobjectid,charactername,gender,characterdescription,speechpattern,accent,race,appearance,characterarchetype,charactertype,ttsvoice,subcharacters,voices,agerange,isplayer,voeligible,member
00384bcd-8a96-364f-c82c-bea074d9dcc3,,DA3/designcontent/Characters/Ferelden/Cre_bandit_03,,Bandit 03,Female,"A bandit. Thuggish, tough.",,British,Human,,,Minor,,,,19,False,True,
a4b575d7-6aa0-6e76-943d-b64b4bb19abd,,DA3/designcontent/Characters/Ferelden/Cre_bandit_01,,Bandit 01,Male,"A bandit. Thuggish, tough.",,British,Human,,,Minor,,,,19,False,True,
2a068938-6f33-86ff-d8f6-71b72949badb,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/Cre_villager_fathers_friend,,Father's Friend,Male,A villager in Crestwood. Worried for your grieving friend,,British,Human,Ferelden farmer,,Minor,Graham22k_HQ,,,28,False,True,
22ab950e-1246-0f97-f122-c39b0aee8825,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/Cre_villager_naturalist_a,,Village Crafter,Female,"A farmer and herbalist from the village of Crestwood. Friendly enough, but likes to live on her own. Knows the local area well.",,British,Elven,,,Minor,Rachel22k_HQ,,,28,False,True,
31ce6508-a04d-d661-4533-7a33647f77fd,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/fer_lake_villager_m4,,Crestwood Male Villager 04,Male,A farmer in the villager of Crestwood. Scared but stubborn.,,British,Human,,,Minor,Peter22k_HQ,,,28,False,True,
99d1b225-957a-bb7f-e753-70f9cab47b34,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/fer_lake_villager_m1,,Farmhand,Male,A young farmer from the small farming village of Crestwood. Plain and honest.,,British,Human,,,Minor,Ryan22k_HQ,,,19,False,True,
fa3104ed-08a6-3bb6-2253-c20e1861310c,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/fer_lake_villager_m3,,Fearful Man,Male,A villager from the small farming community of Crestwood. Bit of a complainer.,,British,Human,,,Minor,Ryan22k_HQ,,,28,False,True,
fd38c65a-4a6a-d888-5d47-0d0516ea05d5,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/fer_lake_villager_m2,,Watchman,Male,A guard in the small village of Crestwood. Pragmatic.,,British,Human,,,Minor,Ryan22k_HQ,,,28,False,True,
c74fbb7b-d387-7d33-dcc1-f77857e5fcb3,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/Cre_concerned_villager,,Concerned Villager,Male,A villager in Crestwood. A goodhearted farmer who's shy around the woman he has a crush on.,,British,Human,Ferelden peasant,,Minor,,,,23,False,True,
039af08f-139b-61da-4f7b-47d424688504,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/fer_lake_villager_f2,,Tired Woman,Female,A female villager in the town of Crestwood. Weary from recent hardship.,,British,Human,,,Minor,Ryan22k_HQ,,,23,False,True,
32c27470-ffe2-1b02-2fc2-8935892903f4,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/fer010_lake_magistrate,,Mayor,Male,"A mayor of a small Ferelden town. Tries to take care of his people, but harbouring a great guilt over past misdeeds that have come back to haunt him.",,British,Human,,,Minor,Ryan22k_HQ,,,32,False,True,
bd826715-6644-8942-3a62-4d11863d1fa5,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/fer_lake_villager_f3,,Angry Woman,Female,A villager from the small farming community of Crestwood. Sharp-tongued.,,British,Human,,,Minor,Ryan22k_HQ,,,28,False,True,
209910e0-1b8b-ac8f-1867-50d61f54a006,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/Cre_village_guard_02,,Village Guard 02,Male,A farmer who's had to take up a sword to guard his village. You know you're in over your head.,,British,Elf,Ferelden peasant,,Minor,,,,19,False,True,
f08882f8-ecf1-f3ef-8f64-4125ee239abc,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/Cre_ambient_male_villager_04,,Crestwood Ambient Bark Male Villager 04,Male,A villager from the small town of Crestwood,,British,Human,,,Minor,,,,23,False,True,
1dda2083-1d11-196c-8476-268025c4697c,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/Cre_village_guard_01,,Village Guard 01,Male,A farmer who's had to take up a sword to guard his village. Out of your depth.,,British,Human,Ferelden gate guard,,Minor,,,,14,False,True,
701e431a-59f3-6226-7cee-ec9d2b588174,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/Cre_Chantry_Mother,,Sister Vaughn,Female,"A sister in the Chantry - a low-ranking cleric. Cares for the townspeople she tends to. Her demeanor is solemn, in light of the tragedy that's struck Crestwood. Sincerely wants to help.",,British,Human,Chantry sister,,Minor,Rachel22k_HQ,,,28,False,True,
75b3102d-db5f-cc61-491f-409483cf9d30,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/Cre_keep_spy_08,,Crestwood Spy 08,Male,A professional spy. Working for the Inquisition.,,British,Human,,,Minor,PeterHappy22k_HQ,,,28,False,True,
4ba4bc4f-4e7a-fe59-e9d0-e7c00f2c1f2b,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/Cre_ambient_male_villager_01,,Crestwood Ambient Bark Male Villager 01,Male,A villager from the town of Crestwood,,British,Human,,,Minor,Graham22k_HQ,,,19,False,True,
4a26cb91-fdf6-8ee6-e779-f56e0c824b98,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/Cre_villager_grieving_father,,Grieving Father,Male,"A villager from Crestwood. Thinks he sees his son returned as an undead monster, reliving the grief of his death",,British,Human,,,Minor,PeterSad22k_HQ,,,2D,False,True,
30b24053-4c9a-7910-e389-8c475bf0b975,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/Cre_ambient_male_villager_02,,Crestwood Ambient Bark Male Villager 02,Male,A villager from the small town of Crestwood,,British,Human,,,Minor,,,,1E,False,True,
1d5763f6-7698-c4df-850d-3e5276f362ed,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/Cre_ambient_male_villager_03,,Crestwood Ambient Bark Male Villager 03,Male,A villager from the small town of Crestwood,,British,Human,,,Minor,,,,1E,False,True,
904ec5aa-74f4-84ce-a363-24a9abb95f4a,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/Cre_keep_spy_07,,Crestwood Spy 07,Female,A professional spy. Surly and blunt - you've had a bad year. Working for the Inquisition.,,British,Human,,,Minor,Laura22k_HQ,,,23,False,True,
4dadbd8f-dc1f-e74c-4964-a89c0efa3f97,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/Cre_keep_spy_06,,Crestwood Spy 06,Female,A professional spy. Working for the Inquisition.,,British,Human,,,Minor,Lucy22k_HQ,,,1E,False,True,
53565578-eabc-4afe-bb77-9811a42e6f08,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/Cre_annoyed_fade_spirit,,Annoyed Spirit,Female,"A spirit from the fade that's wandered into the real world by mistake. Imperious, easily annoyed, self-confident. Used to being obeyed.",,British,Fade Spirit,Fade spirit,,Minor,Rachel22k_HQ,,,28,False,True,
ac791699-bd55-b480-a2d2-ff0db2db9f75,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/Cre_keep_spy_10,,Crestwood Spy 10,Male,"A professional spy, working for the Inquisition.",,British,Elf,,,Minor,,,,1E,False,True,
16586c3e-e490-4fc0-99f6-27c955821d2f,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/Cre_keep_spy_05,,Crestwood Spy 05,Male,A professional spy. Working for the Inquisition.,,British,Human,,,Minor,Graham22k_HQ,,,23,False,True,
c5aa78d3-f3ed-fcbc-fcc1-d3f892c8bfba,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/Cre_ambient_female_villager_03,,Crestwood Ambient Bark Villager 03,Female,A villager from the small town of Crestwood,,British,Human,,,Minor,Lucy22k_HQ,,,1E,False,True,
62339d23-ed50-2746-f9b7-71c0cf9971d9,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/Cre_makeout_couple_01,,Makeout boy,Male,A young farmboy. Trying to snatch some alone time with his sweetheart,,British,Human,,,Minor,Peter22k_HQ,,,14,False,True,
8a97ea40-bc72-8472-90cf-02525a5eefda,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/Cre_makeout_couple_02,,Makeout gal,Female,A young farmer. Trying to snatch some time with her sweet-heart.,,British,Human,,,Minor,Laura22k_HQ,,,14,False,True,
7cca7f5e-7f6d-3d19-546e-2283a785781e,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/Cre_keep_merchant,,Crestwood Keep Merchant,Female,"A merchant at Crestwood's Keep. Fastidious, slightly snobbish. Focused on moving her wares.",,British,Human,,,Minor,Deepa22k_HQ,,,23,False,True,
72720b68-2ce6-be1c-dc66-58b74a67e809,,DA3/designcontent/Characters/Ferelden/fer_Wilderness_010/crs_wild_LoneChanter,,Chanter,Female,"A believer of the Chantry who lives alone in the middle of a desert, reciting holy passages out loud in honor of the Maker, the god of her religion. The only words she speaks are verses from the Chant. Devout, trying to be serene in the most desolate and dangerous of places.",,French,,,,Minor,Ryan22k_HQ,,,23,False,True,
1e1e4c1a-c527-41dd-bf82-9587a6908f21,,DA3/designcontent/Characters/Ferelden/FereldenWilderness/fer_light_druffalo_owner,,Druffalo Owner,Male,A middle-aged farmer who's druffalo has disappeared from the farms.,,Lower-Class British,Human,,,Minor,,,,21,False,True,
71187915-06da-e54a-a005-b75d0e742f5b,,da3/DesignContent/Characters/Ferelden/FereldenWilderness/fer_horse_master_wife,,Horse Master Wife Elaina,Female,"A wealthy Fereldan woman, but not a noble. Her husband was Master of Horse at Redcliffe and now owns several farms in the area. She is a strong and capable woman in her own right, and helps manage the family's finances. Picture the wife of a frontier lord, capable and more concerned with taking care of her people than in looking pretty.",,Upper class British,Human,,,Minor,Heather22k_HQ,,,2D,False,True,
6c149b66-ffc0-4981-9ede-7fd586bde2fe,,da3/DesignContent/Characters/Ferelden/FereldenWilderness/fer_tailor,,Recruit Whittle,Male,"An Inquisition recruit. Shifty, probably joined the Inquisition because it was the military or the noose, but now that you're here, you're trying to put your shady past behind you and do good work.",,Lower class British,Human,,,Minor,Peter22k_HQ,,,16,False,True,
d21978ec-ded2-4bde-9a36-194c9913cb84,,da3/DesignContent/Characters/Ferelden/FereldenWilderness/fer_crossroads_contact,,Corporal Vale,Male,An Inquisition soldier trying to help refugees in the Hinterlands. Professional but overwhelmed by responsibility he never expected to have to shoulder.,,Lower class British,Human,,,Minor,Graham22k_HQ,,,19,False,True,
03c40c82-b1f7-a123-ae5a-ec7a9c72f591,,DA3/designcontent/Characters/Prologue/pro_corypheus_ghostly_voice,Corypheus (Ghostly Voice),Corypheus (Ghostly Voice),Male,"This is a ghostly voice of Corypheus that is heard among the Prologue ""echoes"". [processing] This will need processing both for the ""ghostly voice"" as well as whatever processing Corypheus normally gets.","Regal, imperious, arrogant. He is a powerful mage, once a ruler of his homeland, and is accustomed to being obeyed in all things. We don't want him to sound like a cackling villain-- just exceedingly proud and sure of himself, someone who is very intelligent but who is out of touch with his own mortality.",British,Human (Darkspawn),,,Minor,Micah22k_HQ,,,32,False,True,
004a3d5d-9213-77f5-58fb-864fce32e540,,DA3/designcontent/Characters/Prologue/pro_divine_ghostly_voice,Divine (Ghostly Voice),Divine (Ghostly Voice),Female,"This is the ghostly voice of Divine Justinia, heard from the ""echoes"" in the Prologue's final tableau. [processing]","The Divine is the pontiff of the Chantry, a woman who is pious, compassionate and kind. We should hear this in her voice.",French,Human,,,Minor,Rachel22k_HQ,,,32,False,True,
83a93fc9-b372-b022-a284-d861e3f69bc9,,DA3/designcontent/Characters/Prologue/pro_rescued_soldier,Rescued Soldier,Rescued Soldier,Female,"A tough, veteran soldier who has held out against demons in a mine passage for over a day. She is exhausted and greatly relieved to see the player and Cassandra show up when they do.","Solid, all-business soldier",Standard British,Human,,,Minor,Heather22k_HQ,,,1E,False,True,
1278c067-6114-fb02-1ff1-0632ba189e8e,,DA3/designcontent/Characters/TempleOfMythal/myt_sentinel01,,Guide,Female,A Sentinel elf. Is guiding the player through a series of traps. Focused and aloof.,,Welsh/Irish,Elf,Dalish elf,,Minor,Laura22k_HQ,,,1E,False,True,
339c808f-b2f9-cf37-0b6e-82f0f4dab203,,DA3/designcontent/Characters/TempleOfMythal/Myt_sentinel_in_bridge_battle_02,,Sentinel Elf At Bridge 02,Male,A sentinel elf. A proud and experienced warrior.,,Welsh,Elven,,,Minor,,,,19,False,True,
b2f57748-a9cd-fc0f-08e5-d886a2aad039,,DA3/designcontent/Characters/TempleOfMythal/Myt_sentinel_in_bridge_battle_01,,Sentinel Elf At Bridge 01,Female,A sentinel elf. A proud and experienced warrior.,,American,Elven,,,Minor,,,,19,False,True,
8c97a119-0ae5-529e-bdd3-3178ac146af8,,DA3/designcontent/Characters/TempleOfMythal/Myt_Well_Of_Sorrows,Well of Sorrows,Well of Sorrows,Female,"The voice of the Well of Sorrows, an ancient eleven artifact that contains the wisdom of hundreds of elven priests who gave up their essence to it. The ""voice"" is creepy, and made up of multiple whispers. [processing]

NOTE: Should be voiced by Kate Mulgrew.",,American,,,,Minor,Deepa22k_HQ,,,37,False,True,
15d71212-2527-2c46-ae5a-cde7842db238,,DA3/designcontent/Characters/TempleOfMythal/Myt_inqsoldier_wilds_fighting_04,,Inquisition Soldier in Mythal 04,Male,"A professional soldier. Brave, focused.",,French,Human,,,Minor,Peter22k_HQ,,,1E,False,True,
66d1435e-00c3-aed3-85eb-a54f5dd6f6f9,,DA3/designcontent/Characters/TempleOfMythal/Myt_inqsoldier_wilds_fighting_05,,Inquisition Soldier in Mythal 05,Male,"A professional soldier. Brave, focused.",,British,Human,,,Minor,Ryan22k_HQ,,,23,False,True,
eb910a33-165a-4141-4a4a-1648712b1d4f,,DA3/designcontent/Characters/TempleOfMythal/Myt_inqsoldier_wilds_fighting_02,,Inquisition Soldier in Mythal 02,Male,"A professional soldier. Brave, focused.",,British,Human,,,Minor,PeterSad22k_HQ,,,1E,False,True,
3d7fa823-1878-e258-80c5-c2e18f23a30a,,DA3/designcontent/Characters/TempleOfMythal/Myt_inqsoldier_wilds_fighting_03,,Inquisition Soldier in Mythal 03,Male,"A professional soldier. Brave, focused.",,British,Human,,,Minor,Graham22k_HQ,,,28,False,True,
d6d1f0dc-1a45-aca5-81b0-b4fdeb7cce41,,DA3/designcontent/Characters/TempleOfMythal/Myt_inqsoldier_wilds_fighting_01,,Inquisition Soldier in Mythal 01,Male,"A professional soldier. Brave, focused.",,British,Human,,,Minor,PeterHappy22k_HQ,,,19,False,True,
ff3404fa-2a0e-eca5-beee-d818743a46e9,,DA3/designcontent/Characters/FollowerPlots/Josephine/Mainquest/Josephine_mainquest_the_real_comte,,The Real Comte Boisvert,Male,An Orlesian noble who's been hogtied and thrust into a closet. We can only hear his muffled yelling.,,French,Human,,,Minor,,,,1E,False,True,
c91a42b5-b4ca-734a-a666-3f9274a5516a,,DA3/designcontent/Characters/FollowerPlots/Josephine/Romance/Josephine_romance_plot_messenger,,Otranto Messenger,Male,A messenger for a wealthy family. Proud of his job and his noble patrons.,,Spanish,Elven,"A messenger. (Antivan, if we have any antivan outfits. If not any fancy page outfit)",,Minor,Ryan22k_HQ,,,23,False,True,
04d40ab2-74f4-bcfe-614f-7fc210446880,,DA3/designcontent/Characters/FollowerPlots/Odette/odt_laurent_de_ghslain,,Laurent de Ghyslain,Male,"The oldest surviving heir to Duke Bastien, Laurent, a very pious and somewhat easily persuaded man, is now inheriting his father's title and position on the Council of Heralds.",,French,human,,,Minor,Tyler22k_HQ,,,28,False,True,
0e3eb679-24b8-df3c-22a4-742416a14cae,,DA3/designcontent/Characters/FollowerPlots/Cullen/cul_main_messenger_3,,Messenger,Male,A runner bringing a message to Cullen. Professional soldier,,British,Human,,,Minor,Graham22k_HQ,,,1E,False,True,
abab407d-277e-45a8-a74d-28c2a0b0d5e4,,DA3/designcontent/Characters/WesternApproach/Main/wes_wild_main_keep_market_1,,Market Patron 1,Male,A civillian dealing with the merchants at Gryphon Wing Fortress.,,British,Human,,,Minor,Tyler22k_HQ,,,1E,False,True,
d6b77721-cd4c-45a2-827c-eee97b86bd64,,DA3/designcontent/Characters/WesternApproach/Main/wes_wild_main_inquisition_soldier_06,,Outpost soldier 6,Female,A soldier at the outpost in the Western Approach,,British,Human,,,Minor,Heather22k_HQ,,,1E,False,True,
ba4462e9-5810-4f83-bbae-0c95ba8e451c,,DA3/designcontent/Characters/WesternApproach/Main/wes_wild_main_inquisition_soldier_04,,Outpost Soldier 4,Female,A soldier at the outpost in the Western Approach,,British,Human,,,Minor,Rachel22k_HQ,,,1E,False,True,
59c215c2-32ab-422a-b4f1-7e4fce1a4c6e,,DA3/designcontent/Characters/WesternApproach/Main/wes_wild_main_keep_market_2,,Market Patron 2,Female,A civillian dealing with the merchants at Gryphon Wing Fortress.,,British,Human,,,Minor,Lucy22k_HQ,,,1E,False,True,
14592f01-a282-4ba2-b845-384e0f72bd12,,DA3/designcontent/Characters/WesternApproach/Main/wes_wild_main_keep_market_3,,Market Patron 3,Female,A civillian dealing with the merchants at Gryphon Wing Fortress.,,British,Human,,,Minor,Rachel22k_HQ,,,1E,False,True,
77ecb1e7-d908-4181-aec8-2c443e9ecbb8,,DA3/designcontent/Characters/WesternApproach/Main/wes_wild_main_inquisition_soldier_05,,Outpost soldier 5,Male,A soldier at the outpost in the Western Approach,,British,Human,,,Minor,Graham22k_HQ,,,1E,False,True,
7472b419-5126-904c-1a8c-a7f2c5e83229,,DA3/designcontent/Characters/WesternApproach/Main/wes_wild_main_inquisition_soldier_01,,Solider,Male,A soldier at the outpost in the Western Approach,,British,Human,,,Minor,Tyler22k_HQ,,,1E,False,True,
baea780a-845b-4769-b788-4bb7485c0250,,DA3/designcontent/Characters/WesternApproach/Main/wes_wild_main_inquisition_soldier_02,,Inquisition Soldier 2,Female,A soldier at the outpost in the Western Approach,,British,Human,,,Minor,Lucy22k_HQ,,,1E,False,True,
5c75924c-fc3e-487e-acac-5b91aceb5ff4,,DA3/designcontent/Characters/WesternApproach/Main/wes_wild_main_keep_market_4,,Market Patron 4,Male,A civillian dealing with the merchants at Gryphon Wing Fortress.,,British,Human,,,Minor,Graham22k_HQ,,,1E,False,True,
10d0cf54-50ee-4368-a063-1d6fd629c16f,,DA3/designcontent/Characters/WesternApproach/Main/wes_wild_main_inquisition_soldier_03,,Outpost soldier 3,Male,A soldier at the outpost in the Western Approach,,British,Human,,,Minor,Tyler22k_HQ,,,1E,False,True,
b38635b6-b4f6-4e84-8fe7-9d448d67ba6f,,DA3/designcontent/Characters/WesternApproach/Main/wes_wild_keep_drill_dergeant_01,,Western Approach Drill Sergeant,Male,A soldier at the outpost in the Western Approach,,British,Human,,,Minor,Tyler22k_HQ,,,1E,False,True,
ed6d7ed7-bb98-4fb7-a7d6-1b17b50af500,,DA3/designcontent/Characters/WesternApproach/Main/wes_wild_main_keep_merchant,,Legitimate Businesswoman,Female,A merchant who sells equipment for rogues in the Western Approach.,,British,Human,,,Minor,Heather22k_HQ,,,1E,False,True,
17879a63-6ce0-4306-8184-b90a39da80e7,,SeekerFortress/gc1_gc1_Scared_Templar_01,gc1_gc1_TemplarSergeant,Scared Templar - 01,Male,A very scared templar,,British,Human,,,Minor,Ryan22k_HQ,,,17,False,True,
62450e58-e7dc-4731-bed1-f53aa724c94f,,SeekerFortress/gc1_valc_chantry_official_01,npc_gc1_TemplarGuard_01,Mother Hevara,Female,"Very light French. A revered mother of the chantry. Experienced, a little frustrated by challenges to her faith lately.",,French,Human,,,Minor,Rachel22k_HQ,,,2D,False,True,
