"charName","gender","eng_word","eng_syll","eng_char","jap_char","jap_romaji","jap_kana","jap_word","re_word","re_syll","re_char","re_comment","eng","jap","re","RetranslatorComment"
"chancellor","male","18","24","80","44","107","62","25","26","40","153","0","It's an ancestral will. It says, «Unveil the Rainbow Shell to the people at the Millienal Fair.»","ガルディアの遠い祖先の書いた 遺言です。 『千年の建国祭の時に 家宝『虹色の貝がら』を 国民の前にまつれ。』","It's a will that Guardia's distant ancestor wrote. ""At the time of the National Foundation Millennial Festival, present the heirloom, ""Rainbow-Colored Shell"" before the people.""",""
"king guardia xxxiii","male","11","14","50","23","46","26","10","15","16","54","0","What are you talking about?! We have no family heirlooms here!","そんな物は知らん！ だいたい家宝などこの城にはない。","I know of no such thing! There's no such thing as an heirloom in this",""
"chancellor","male","32","39","137","73","155","85","34","39","52","189","0","So this is a forgery? Why does the defendant deny the people a glimpse of the «Rainbow Shell?» Because he no longer HAS it!! He sold the heirloom for cash! Witness, please!","これがニセモノとでも？ なぜヒコクは『虹色の貝がら』を 国民の前に出さないのか？ よくに目がくらんだヒコクはお金ほしさ に大事な家宝を売ってしまったのです。 さ、証人を……。","Are you suggesting this is a forgery? Why does the defendant not bring out the ""Rainbow-Colored Shell"" before the people? The defendant, dazzled by greed, sold the precious heirloom out of a want for money. Now, the witnesses......",""
"chancellor","male","11","14","44","12","31","20","7","12","13","46","0","Wh, what is it, Nadia? We are conducting a trial here.","な、何です王女様。裁判中です。","Wh, what is it, Princess? We're in the middle of a trial.",""
"marle","female","1","1","6","2","6","4","1","1","1","6","0","Father!","父上！","Father!",""
"king guardia xxxiii","male","8","12","35","25","48","29","7","12","17","56","0","Nadia! The Chancellor is trying to frame me!","おお、マールディアよ 私は大臣にはめられようとしている！","Oh, Marledia, I'm the victim of a framing attempt by the chancellor!",""
"chancellor","male","8","12","43","33","68","40","12","13","18","70","0","He hurls insults! Confirm your innocence with proof!","人聞きが悪いですなあ。 しょうこさえあれば王の無実は 証明できるのですよ。","You're disreputable. If only you had proof, you could verify the king's innocence.",""
"marle","female","1","1","6","4","6","4","1","1","1","6","0","Proof?","しょうこ？","Proof?",""
"chancellor","male","25","31","110","61","125","69","26","33","43","158","0","Yes. If he hasn't sold the heirloom, it should be in the castle. Show me the «Rainbow Shell,» and I'll accept his innocence, heh, heh...","ええ もし家宝を売っていなければ 私の目の前に『虹色の貝がら』を 持って来られたのならば、無罪を みとめましょう。 ま、無理でしょうけどね……くく…。","Yes, because supposing that he hasn't sold the If you go bring the ""Rainbow-Colored Shell"" before my eyes, I shall admit the king's innocence. Well, I doubt that's possible, though...... ku, ku...",""
"king guardia xxxiii","male","7","10","35","11","24","14","3","5","8","29","0","Chancellor! What kind of trickery is this?!","大臣！　何をたくらんでおる？！","Chancellor! What are you plotting?!",""
"chancellor","male","2","3","10","11","21","11","3","4","4","16","0","Remove them!","さ、そいつらをつまみ出せ！","Now, throw them out!",""
"soldier","male","6","7","28","21","39","24","5","15","18","62","0","Princess, not even you may enter.","だめです。 王女さまといえどもお通しできません。","We cannot. Even though you may be the princess, we cannot allow you to pass.",""
"marle","female","11","13","41","34","70","40","9","19","23","85","0","What ARE you saying!? It's a lie! There IS no heirloom!","何言ってるの！ あれは大臣のでっちあげなのよ。 初めっから家宝なんてないのよ！！","What are you saying! That's the chancellor's made-up story. There's no such thing as an heirloom in the",""
"marle","female","15","18","61","56","100","65","19","34","37","133","0","Aha! The «Rainbow Shell» we gave to my ancestor 400 years ago is still here.","なるほど！ AD600年の王様…… つまり先祖さまにわたして来た 『虹色の貝がら』が400年たった 今でもしまってあるって言うのね？","I get it! You mean the ""Rainbow-Colored Shell"" we handed over to the King in A.D.600...... that is, my ancestor, is shut away even now that 400 years have passed, right?",""
"marle","female","5","8","25","13","22","13","5","9","10","32","0","It's probably in the basement!","行きましょう。 きっと地下だわ！","Let's go. It's got to be in the basement!",""
"lucca","female","13","16","61","22","52","29","14","12","15","57","0","Find the «Rainbow Shell,» and we'll be able to prove the King's innocence!","『虹色の貝がら』を 持って行けば無実を証明出来るわ！","If we bring the ""Rainbow-Colored Shell"", we can prove his innocence!",""
"lucca","female","18","21","73","52","110","64","21","27","34","120","0","We changed history back in 600 A.D., so the «Rainbow Shell» should still be in the castle!","わすれたの？ 私達がAD600年でやってきた事…。 歴史を変えたため、今の時代のこの城に 『虹色の貝がら』はあるはずなのよ！","Have you forgotten? What we did in A.D.600... Because we changed history, the ""Rainbow-Colored Shell"" should be in this castle in the current era!",""
"robo","male","8","11","45","22","52","29","11","12","15","58","0","The «Rainbow Shell» will prove the King's innocence.","『虹色の貝がら』を 持っていけば無実を証明デキマス。","If we bring the ""Rainbow-Colored Shell"", we CAN prove his innocence.",""
"robo","male","16","20","66","52","104","61","21","27","34","121","0","We altered history in 600 A.D.! The «Rainbow Shell» should be here in the castle.","わすれマシタカ？ AD600年でやってきた事。 歴史を変えたため、今の時代のこの城に 『虹色の貝がら』があるはずなのデス。","HAVE you forgotten? What we did in A.D.600. Because we changed history, the ""Rainbow-Colored Shell"" should BE in this castle in the current era.",""
"frog","male","9","12","48","22","52","29","13","12","15","57","0","'Tis the «Rainbow Shell» that shall prove his innocence.","『虹色の貝がら』を 持って行けば無実を証明できるぜ。","If we bring the ""Rainbow-Colored Shell"", we can prove his innocence!",""
"frog","male","14","18","70","53","108","64","22","27","34","121","0","Hast thou forgotten? History hath been changed, and the shell is within the castle.","わすれたか？ 俺達がAD600年でやってきた事を。 歴史を変えたため、今の時代のこの城に 『虹色の貝がら』があるはずなんだ。","Have you forgotten? What we did in A.D.600. Because we changed history, the ""Rainbow-Colored Shell"" should be in this castle in the current era.",""
"ayla","female","6","9","35","19","46","25","11","7","10","44","0","Take «Rainbow Shell!» Save Marle's father!!","『虹色の貝がら』　持ってく！ マールの父親　助かる！！","Bring ""Rainbow-Colored Shell""! Help Marle's father!!",""
"ayla","female","12","15","56","37","80","47","17","16","21","83","0","Remember Marle?! We ask old king save shell! «Rainbow Shell» here now!","思いだせ　マール！ エイラ達　むかしの王様 たのんだ！ 『虹色の貝がら』　今　この城ある！ ちがうか？","Remember, Marle! Aylas asked old times king! ""Rainbow-Colored Shell"" now in this castle! That wrong?",""
"magus","male","10","13","50","20","40","23","9","8","9","47","0","Taking the «Rainbow Shell» to them will solve this problem.","『虹色の貝がら』を 持って行けばいいではないか……。","Shouldn't we just bring the ""Rainbow-Colored Shell""......?",""
"magus","male","10","12","38","22","36","24","7","11","13","38","0","Idiot! Have you forgotten our trip to 600 A.D.?","バカめ、わすれたか？ AD600年でやってきた事を……。","You idiot, you forgot? What we did in A.D.600......",""
"soldier","male","17","21","70","32","74","40","15","20","27","85","0","The decision is about to be handed down. The King requests that no one enter or leave.","まもなく判決が出ます。 それまで誰も出入りを許すなとの 大臣のご命令で。","A verdict will be reached before long. The Chancellor's orders are to allow no one in or out until then.",""
"soldier","male","7","11","34","19","43","23","8","12","17","54","0","This is the treasury. No entry permitted!","ここは宝物庫です。 危険ですので入れません。","This is the treasure vault. It is dangerous, so you cannot enter.",""
"soldier","male","5","5","13","13","26","13","5","8","9","24","0","Ouch! A rat bit me!","く…… ネズミにスネをかじられた。","Kh...... My leg got bitten by a rat.",""
"dumb","male","18","23","76","32","56","35","8","18","21","77","0","The boss is itching to avenge the grudge that's been in the family for 13 generations! Gee hee!","親分は13代にわたる うらみがはらせるってウキウキさ。 きっきっきっき！","It's so great the boss'll be able to avenge his 13-generation grudge. Kee, kee, kee, kee, kee!",""
